platform,app_id,source_file,source_api,source_loc,sink_file,sink_api,sink_loc,startpoint_type,flow_type
wechat,wx901a43576e652ff0,pages/cp/perfect/perfect.js,wx.chooseImage,926,pages/cp/perfect/perfect.js,wx.uploadFile,946,api.asyn,file_upload
wechat,wx901a43576e652ff0,pages/cp/photo/photo.js,wx.chooseImage,60,pages/cp/photo/photo.js,wx.uploadFile,68,api.asyn,file_upload
wechat,wx90266743f81c2594,packages/messages/TUIKit/components/TUIConversation/index.js,wx.getStorageInfo,51,packages/messages/TUIKit/components/TUIConversation/index.js,wx.setStorage,53,api.asyn,local_storage
wechat,wx90266743f81c2594,packages/messages/TUIKit/components/TUIConversation/index.js,wx.getStorageSync,59,packages/messages/TUIKit/components/TUIConversation/index.js,wx.setStorage,180,api.asyn,local_storage
wechat,wx95da39255f4771d3,app.js,wx.login,386,app.js,c.request,388,api.asyn,network_request
wechat,wxa588e7bb87106284,mp_ecard_sdk/main.js,wx.getSystemInfoSync,32,mp_ecard_sdk/main.js,wx.request,57,api.asyn,network_request
wechat,wxa588e7bb87106284,utils/qiniuUploader.js,wx.getStorageSync,36,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxa588e7bb87106284,components/city-cascader/city-cascader.js,wx.getStorageSync,230,components/city-cascader/city-cascader.js,wx.request,221,api.asyn,network_request
wechat,wxa588e7bb87106284,pages/activity/show.js,wx.getStorageSync,225,pages/activity/show.js,wx.request,219,api.asyn,network_request
wechat,wxa588e7bb87106284,pages/buy/payment.js,wx.getStorageSync,216,pages/buy/payment.js,wx.request,210,api.asyn,network_request
wechat,wxa588e7bb87106284,pages/index/index.js,wx.getStorageSync,80,pages/index/index.js,o.WxService.setStorageSync,360,api.asyn,local_storage
wechat,wxa588e7bb87106284,pages/register/step5.js,wx.chooseMedia,66,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxa588e7bb87106284,pages/register/step5.js,wx.getStorageSync,169,pages/register/step5.js,wx.request,163,api.asyn,network_request
wechat,wxa588e7bb87106284,components/painter/lib/downloader.js,wx.getFileInfo,116,components/painter/lib/downloader.js,wx.setStorage,177,api.asyn,local_storage
wechat,wxa588e7bb87106284,components/painter/lib/downloader.js,wx.getFileInfo,116,components/painter/lib/downloader.js,wx.setStorage,186,api.asyn,local_storage
wechat,wxa588e7bb87106284,components/painter/lib/downloader.js,wx.getFileInfo,148,components/painter/lib/downloader.js,wx.setStorage,177,api.asyn,local_storage
wechat,wxa588e7bb87106284,components/painter/lib/downloader.js,wx.getFileInfo,148,components/painter/lib/downloader.js,wx.setStorage,186,api.asyn,local_storage
wechat,wxa588e7bb87106284,pages/u/verify/car.js,wx.chooseMedia,60,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxa588e7bb87106284,pages/u/verify/cert.js,wx.chooseMedia,120,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxa588e7bb87106284,pages/u/verify/cert.js,wx.chooseMedia,149,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxa588e7bb87106284,pages/u/verify/cert.js,wx.getStorageSync,250,pages/u/verify/cert.js,wx.request,244,api.asyn,network_request
wechat,wxa588e7bb87106284,pages/u/verify/house.js,wx.chooseMedia,60,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxa588e7bb87106284,pages/u/verify/xueli.js,wx.chooseMedia,91,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxb1a70937ee94c194,pages/async-components/wxcomponents/painter/lib/downloader.js,wx.getFileInfo,118,pages/async-components/wxcomponents/painter/lib/downloader.js,wx.setStorage,179,api.asyn,local_storage
wechat,wxb1a70937ee94c194,pages/async-components/wxcomponents/painter/lib/downloader.js,wx.getFileInfo,118,pages/async-components/wxcomponents/painter/lib/downloader.js,wx.setStorage,188,api.asyn,local_storage
wechat,wxb1a70937ee94c194,pages/async-components/wxcomponents/painter/lib/downloader.js,wx.getFileInfo,150,pages/async-components/wxcomponents/painter/lib/downloader.js,wx.setStorage,179,api.asyn,local_storage
wechat,wxb1a70937ee94c194,pages/async-components/wxcomponents/painter/lib/downloader.js,wx.getFileInfo,150,pages/async-components/wxcomponents/painter/lib/downloader.js,wx.setStorage,188,api.asyn,local_storage
wechat,wxbd784206ce3b0e17,pagesA/pages/user/ddnStorageInfo.js,wx.getStorageSync,112,pagesA/pages/user/ddnStorageInfo.js,e.setStorageSync,116,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,app.js,wx.getStorageSync,47,app.js,wx.setStorageSync,49,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,app.js,wx.getStorageSync,47,app.js,wx.setStorageSync,117,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,app.js,wx.getStorageSync,47,app.js,wx.setStorageSync,173,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,mp_ecard_sdk/main.js,wx.getSystemInfoSync,32,mp_ecard_sdk/main.js,wx.request,57,api.asyn,network_request
wechat,wxbf0f568ebbde45ee,pages/message/message.js,wx.getStorageSync,37,pages/message/message.js,wx.setStorageSync,126,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/message.js,wx.getStorageSync,37,pages/message/message.js,wx.setStorageSync,128,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/message.js,wx.getStorageSync,37,pages/message/message.js,wx.setStorageSync,124,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/message.js,wx.getStorageSync,37,pages/message/message.js,wx.setStorageSync,122,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/message.js,wx.getStorageSync,37,pages/message/message.js,wx.setStorageSync,130,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/user/user.js,wx.getStorageSync,26,pages/user/user.js,wx.setStorageSync,109,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/utils/util.js,wx.getStorageSync,13,pages/utils/util.js,wx.request,181,api.asyn,network_request
wechat,wxbf0f568ebbde45ee,pages/utils/util.js,wx.getStorageSync,13,pages/utils/util.js,wx.uploadFile,342,api.asyn,file_upload
wechat,wxbf0f568ebbde45ee,pages/utils/util.js,wx.getStorageSync,13,pages/utils/util.js,wx.uploadFile,426,api.asyn,file_upload
wechat,wxbf0f568ebbde45ee,pages/utils/util.js,wx.getStorageSync,13,pages/utils/util.js,wx.request,27,api.asyn,network_request
wechat,wxbf0f568ebbde45ee,pages/utils/util.js,wx.getStorageSync,13,pages/utils/util.js,wx.setStorageSync,755,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/hudong/hudong.js,wx.getStorageSync,31,pages/message/hudong/hudong.js,wx.setStorageSync,111,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/hudong/hudong.js,wx.getStorageSync,31,pages/message/hudong/hudong.js,wx.setStorageSync,113,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/hudong/hudong.js,wx.getStorageSync,31,pages/message/hudong/hudong.js,wx.setStorageSync,109,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/hudong/hudong.js,wx.getStorageSync,31,pages/message/hudong/hudong.js,wx.setStorageSync,107,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/hudong/hudong.js,wx.getStorageSync,31,pages/message/hudong/hudong.js,wx.setStorageSync,105,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/hudong/hudong.js,wx.getStorageSync,31,pages/message/hudong/hudong.js,wx.setStorageSync,115,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/tongzhi/tongzhi.js,wx.getStorageSync,63,pages/message/tongzhi/tongzhi.js,wx.setStorageSync,64,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/xitong/xitong.js,wx.getStorageSync,27,pages/message/xitong/xitong.js,wx.setStorageSync,89,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/xitong/xitong.js,wx.getStorageSync,27,pages/message/xitong/xitong.js,wx.setStorageSync,91,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/message/xitong/xitong.js,wx.getStorageSync,27,pages/message/xitong/xitong.js,wx.setStorageSync,93,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/user/login/login.js,wx.getSystemInfoSync,6,pages/utils/util.js,wx.uploadFile,426,api.asyn,file_upload
wechat,wxbf0f568ebbde45ee,pages/user/login/login.js,onUrls,197,pages/utils/util.js,wx.setStorageSync,578,ui,local_storage
wechat,wxbf0f568ebbde45ee,pages/user/login/login.js,onUrls,197,pages/utils/util.js,wx.setClipboardData,587,ui,clipboard
wechat,wxbf0f568ebbde45ee,pages/user/login/login.js,onUrls,197,pages/utils/util.js,wx.makePhoneCall,608,ui,phone_call
wechat,wxbf0f568ebbde45ee,pages/user/login/login.js,onUrls,197,pages/utils/util.js,wx.makePhoneCall,615,ui,phone_call
wechat,wxbf0f568ebbde45ee,pages/user/login/login.js,onUrls,197,pages/utils/util.js,wx.makePhoneCall,630,ui,phone_call
wechat,wxbf0f568ebbde45ee,pages/user/ziliao/ziliao.js,wx.getSystemInfoSync,7,pages/utils/util.js,wx.uploadFile,426,api.asyn,file_upload
wechat,wxbf0f568ebbde45ee,pages/user/ziliao/ziliao.js,wx.chooseImage,192,pages/utils/util.js,wx.uploadFile,426,api.asyn,file_upload
wechat,wxbf0f568ebbde45ee,pages/user/renzheng/che/che.js,wx.getStorageSync,21,pages/user/renzheng/che/che.js,wx.setStorageSync,24,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/user/renzheng/fangchan/fangchan.js,wx.getStorageSync,21,pages/user/renzheng/fangchan/fangchan.js,wx.setStorageSync,24,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/user/renzheng/job/job.js,wx.getStorageSync,29,pages/user/renzheng/job/job.js,wx.setStorageSync,32,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/user/renzheng/name/name.js,wx.getStorageSync,12,pages/user/renzheng/name/name.js,wx.setStorageSync,206,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/user/renzheng/name/name.js,wx.getStorageSync,12,pages/user/renzheng/name/name.js,wx.setStorageSync,20,api.asyn,local_storage
wechat,wxbf0f568ebbde45ee,pages/user/renzheng/name/name.js,wx.chooseMedia,114,pages/utils/util.js,wx.uploadFile,426,api.asyn,file_upload
wechat,wxbf0f568ebbde45ee,pages/user/renzheng/xueli/xueli.js,wx.getStorageSync,25,pages/user/renzheng/xueli/xueli.js,wx.setStorageSync,28,api.asyn,local_storage
wechat,wxbf81ce9e3b024432,app.js,wx.getStorageSync,6,app.js,n.request,10,api.asyn,network_request
wechat,wxbf81ce9e3b024432,app.js,wx.getSystemInfo,20,app.js,wx.setStorageSync,23,api.asyn,local_storage
wechat,wxbf81ce9e3b024432,utils/x2httputils.js,wx.getStorageSync,19,utils/x2httputils.js,wx.request,20,api.asyn,network_request
wechat,wxbf81ce9e3b024432,utils/x2token.js,wx.login,38,utils/x2token.js,wx.request,40,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/login/login.js,wx.login,66,pages/login/login.js,o.request,68,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/login/phonelogin.js,wx.login,120,pages/login/phonelogin.js,o.request,122,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/login/wxlogin.js,wx.login,34,pages/login/wxlogin.js,c.request,36,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/login/wxlogin.js,getPhoneNumber,103,pages/login/wxlogin.js,c.request,110,ui,network_request
wechat,wxbf81ce9e3b024432,pages/mine/bind.js,wx.login,119,pages/mine/bind.js,o.request,121,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/mine/mine.js,wx.chooseLocation,323,pages/mine/mine.js,e.request,327,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/mine/mine.js,wx.chooseLocation,323,pages/mine/mine.js,e.request,334,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/order/order.js,openCTService,70,pages/order/order.js,a.request,72,ui,network_request
wechat,wxbf81ce9e3b024432,pages/order/order.js,cancelOrder,87,pages/order/order.js,a.request,96,ui,network_request
wechat,wxbf81ce9e3b024432,pages/order/order.js,startWash,130,pages/order/order.js,a.request,136,ui,network_request
wechat,wxbf81ce9e3b024432,pages/home/express/express.js,cancelOrder,79,pages/home/express/express.js,a.request,83,ui,network_request
wechat,wxbf81ce9e3b024432,pages/home/express/expressEdit.js,wx.getStorageSync,258,pages/home/express/expressEdit.js,n.request,167,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/home/express/expressEdit.js,wx.getStorageSync,258,pages/home/express/expressEdit.js,n.request,265,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/home/express/expressEdit.js,wx.getStorageSync,258,pages/home/express/expressEdit.js,n.request,333,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/home/express/expressEdit.js,wx.getStorageSync,258,pages/home/express/expressEdit.js,n.request,354,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/home/scanwash/couponpay.js,wx.getStorageSync,58,pages/home/scanwash/couponpay.js,t.request,62,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/home/scanwash/scanwash.js,wx.getStorageSync,185,pages/home/scanwash/scanwash.js,i.request,191,api.asyn,network_request
wechat,wxbf81ce9e3b024432,pages/home/scanwash/scanwash.js,wx.getStorageSync,185,pages/home/scanwash/scanwash.js,i.request,256,api.asyn,network_request
wechat,wxc2ffd136a01eb4e0,mp_ecard_sdk/main.js,wx.getSystemInfoSync,32,mp_ecard_sdk/main.js,wx.request,57,api.asyn,network_request
wechat,wxc2ffd136a01eb4e0,utils/qiniuUploader.js,wx.getStorageSync,36,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc2ffd136a01eb4e0,components/city-cascader/city-cascader.js,wx.getStorageSync,230,components/city-cascader/city-cascader.js,wx.request,221,api.asyn,network_request
wechat,wxc2ffd136a01eb4e0,pages/activity/show.js,wx.getStorageSync,225,pages/activity/show.js,wx.request,219,api.asyn,network_request
wechat,wxc2ffd136a01eb4e0,pages/buy/payment.js,wx.getStorageSync,216,pages/buy/payment.js,wx.request,210,api.asyn,network_request
wechat,wxc2ffd136a01eb4e0,pages/index/index.js,wx.getStorageSync,80,pages/index/index.js,o.WxService.setStorageSync,360,api.asyn,local_storage
wechat,wxc2ffd136a01eb4e0,pages/register/step5.js,wx.chooseMedia,66,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc2ffd136a01eb4e0,pages/register/step5.js,wx.getStorageSync,169,pages/register/step5.js,wx.request,163,api.asyn,network_request
wechat,wxc2ffd136a01eb4e0,components/painter/lib/downloader.js,wx.getFileInfo,116,components/painter/lib/downloader.js,wx.setStorage,177,api.asyn,local_storage
wechat,wxc2ffd136a01eb4e0,components/painter/lib/downloader.js,wx.getFileInfo,116,components/painter/lib/downloader.js,wx.setStorage,186,api.asyn,local_storage
wechat,wxc2ffd136a01eb4e0,components/painter/lib/downloader.js,wx.getFileInfo,148,components/painter/lib/downloader.js,wx.setStorage,177,api.asyn,local_storage
wechat,wxc2ffd136a01eb4e0,components/painter/lib/downloader.js,wx.getFileInfo,148,components/painter/lib/downloader.js,wx.setStorage,186,api.asyn,local_storage
wechat,wxc2ffd136a01eb4e0,pages/u/verify/car.js,wx.chooseMedia,60,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc2ffd136a01eb4e0,pages/u/verify/cert.js,wx.chooseMedia,120,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc2ffd136a01eb4e0,pages/u/verify/cert.js,wx.chooseMedia,149,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc2ffd136a01eb4e0,pages/u/verify/cert.js,wx.getStorageSync,250,pages/u/verify/cert.js,wx.request,244,api.asyn,network_request
wechat,wxc2ffd136a01eb4e0,pages/u/verify/house.js,wx.chooseMedia,60,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc2ffd136a01eb4e0,pages/u/verify/xueli.js,wx.chooseMedia,91,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc895b3f27f64ad04,mp_ecard_sdk/main.js,wx.getSystemInfoSync,32,mp_ecard_sdk/main.js,wx.request,57,api.asyn,network_request
wechat,wxc895b3f27f64ad04,utils/qiniuUploader.js,wx.getStorageSync,36,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc895b3f27f64ad04,components/city-cascader/city-cascader.js,wx.getStorageSync,230,components/city-cascader/city-cascader.js,wx.request,221,api.asyn,network_request
wechat,wxc895b3f27f64ad04,pages/activity/show.js,wx.getStorageSync,225,pages/activity/show.js,wx.request,219,api.asyn,network_request
wechat,wxc895b3f27f64ad04,pages/buy/payment.js,wx.getStorageSync,216,pages/buy/payment.js,wx.request,210,api.asyn,network_request
wechat,wxc895b3f27f64ad04,pages/index/index.js,wx.getStorageSync,80,pages/index/index.js,o.WxService.setStorageSync,360,api.asyn,local_storage
wechat,wxc895b3f27f64ad04,pages/register/step5.js,wx.chooseMedia,66,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc895b3f27f64ad04,pages/register/step5.js,wx.getStorageSync,169,pages/register/step5.js,wx.request,163,api.asyn,network_request
wechat,wxc895b3f27f64ad04,components/painter/lib/downloader.js,wx.getFileInfo,116,components/painter/lib/downloader.js,wx.setStorage,177,api.asyn,local_storage
wechat,wxc895b3f27f64ad04,components/painter/lib/downloader.js,wx.getFileInfo,116,components/painter/lib/downloader.js,wx.setStorage,186,api.asyn,local_storage
wechat,wxc895b3f27f64ad04,components/painter/lib/downloader.js,wx.getFileInfo,148,components/painter/lib/downloader.js,wx.setStorage,177,api.asyn,local_storage
wechat,wxc895b3f27f64ad04,components/painter/lib/downloader.js,wx.getFileInfo,148,components/painter/lib/downloader.js,wx.setStorage,186,api.asyn,local_storage
wechat,wxc895b3f27f64ad04,pages/u/verify/car.js,wx.chooseMedia,60,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc895b3f27f64ad04,pages/u/verify/cert.js,wx.chooseMedia,120,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc895b3f27f64ad04,pages/u/verify/cert.js,wx.chooseMedia,149,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc895b3f27f64ad04,pages/u/verify/cert.js,wx.getStorageSync,250,pages/u/verify/cert.js,wx.request,244,api.asyn,network_request
wechat,wxc895b3f27f64ad04,pages/u/verify/house.js,wx.chooseMedia,60,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc895b3f27f64ad04,pages/u/verify/xueli.js,wx.chooseMedia,91,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wxc9671f10bc01c51e,pages/userinfo/chat/main.js,wx.getStorageSync,1683,pages/userinfo/chat/main.js,wx.setStorageSync,1684,api.asyn,local_storage
wechat,wxc9671f10bc01c51e,pages/userinfo/chat/main.js,wx.getStorageSync,1683,pages/userinfo/chat/main.js,wx.setStorageSync,1689,api.asyn,local_storage
wechat,wxc9671f10bc01c51e,pages/userinfo/chat/main.js,wx.getStorageSync,1683,pages/userinfo/chat/main.js,e.utils.wxapi.request,1860,api.asyn,network_request
wechat,wxc9671f10bc01c51e,pages/userinfo/chat/main.js,wx.getStorageSync,1683,pages/userinfo/chat/main.js,wx.setStorageSync,2681,api.asyn,local_storage
wechat,wxc9671f10bc01c51e,pages/userinfo/fillWeChat/main.js,wx.getStorageSync,72,pages/userinfo/fillWeChat/main.js,t.utils.wxapi.request,64,api.asyn,network_request
wechat,wxc9671f10bc01c51e,pages/userinfo/fillcriteria/main.js,wx.chooseImage,92,pages/userinfo/fillcriteria/main.js,wx.uploadFile,98,api.asyn,file_upload
wechat,wxc9671f10bc01c51e,pages/jsSubPages/painter/lib/downloader.js,wx.getFileInfo,115,pages/jsSubPages/painter/lib/downloader.js,wx.setStorage,176,api.asyn,local_storage
wechat,wxc9671f10bc01c51e,pages/jsSubPages/painter/lib/downloader.js,wx.getFileInfo,115,pages/jsSubPages/painter/lib/downloader.js,wx.setStorage,185,api.asyn,local_storage
wechat,wxc9671f10bc01c51e,pages/jsSubPages/painter/lib/downloader.js,wx.getFileInfo,147,pages/jsSubPages/painter/lib/downloader.js,wx.setStorage,176,api.asyn,local_storage
wechat,wxc9671f10bc01c51e,pages/jsSubPages/painter/lib/downloader.js,wx.getFileInfo,147,pages/jsSubPages/painter/lib/downloader.js,wx.setStorage,185,api.asyn,local_storage
wechat,wxc9671f10bc01c51e,pages/tabbar/news/index/main.js,wx.getStorageSync,880,pages/tabbar/news/index/main.js,wx.setStorageSync,881,api.asyn,local_storage
wechat,wxcb078dc119ba4376,pages/mine/index.js,FileSystemManager.readFile,882,pages/mine/index.js,e.setStorageSync,886,api.asyn,local_storage
wechat,wxcb078dc119ba4376,pages/equityFee/components/equityHot.js,wx.getLocation,348,pages/equityFee/components/equityHot.js,e.setStorageSync,352,api.asyn,local_storage
wechat,wxcdae8e058cd572cf,app.js,wx.getSystemInfo,11,utils/request.js,wx.request,42,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/index/index.js,wx.getSystemInfo,100,utils/request.js,wx.request,42,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/index/index.js,wx.login,250,utils/request.js,wx.request,105,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/manage/modUserInfo.js,wx.getUserInfo,306,utils/request.js,wx.request,7,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/manage/modUserInfo.js,chooseBirthday,179,utils/request.js,wx.request,7,ui,network_request
wechat,wxcdae8e058cd572cf,pages/message/sendMessage.js,wx.chooseMedia,356,utils/request.js,wx.uploadFile,64,api.asyn,file_upload
wechat,wxcdae8e058cd572cf,pages/message/sendMessage.js,wx.login,668,utils/request.js,wx.request,105,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/message/sendSysMsg.js,wx.chooseMedia,173,utils/request.js,wx.uploadFile,64,api.asyn,file_upload
wechat,wxcdae8e058cd572cf,pages/mycert/certUserphone.js,getPhoneNumber,5,utils/request.js,wx.request,7,ui,network_request
wechat,wxcdae8e058cd572cf,pages/myself/showUserInfo.js,wx.chooseMedia,358,utils/request.js,wx.uploadFile,64,api.asyn,file_upload
wechat,wxcdae8e058cd572cf,pages/reguser/editUserText.js,formSubmit,16,utils/request.js,wx.request,7,ui,network_request
wechat,wxcdae8e058cd572cf,pages/reguser/showXieyi.js,wx.login,9,utils/request.js,wx.request,105,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/robot/robotMessage.js,wx.chooseMedia,186,utils/robotapi.js,wx.uploadFile,44,api.asyn,file_upload
wechat,wxcdae8e058cd572cf,pages/plugin/lovenote/index.js,wx.login,58,utils/request.js,wx.request,105,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/plugin/loverob/index.js,wx.login,82,utils/request.js,wx.request,105,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/plugin/sendmsg/index.js,wx.login,143,utils/request.js,wx.request,105,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/plugin/sendmsg/psendmsg.js,wx.login,141,utils/request.js,wx.request,105,api.asyn,network_request
wechat,wxcdae8e058cd572cf,pages/plugin/sendmsg/sharemsg.js,wx.login,30,utils/request.js,wx.request,105,api.asyn,network_request
wechat,wxcf4eefaa8b8d5660,app.js,wx.login,45,app.js,wx.request,47,api.asyn,network_request
wechat,wxcf4eefaa8b8d5660,app.js,wx.login,163,app.js,wx.request,165,api.asyn,network_request
wechat,wxcf4eefaa8b8d5660,pages/Certification/Certification.js,wx.chooseMedia,106,pages/Certification/Certification.js,getApp().uploadFile,112,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/Certification/Certification.js,wx.chooseMedia,106,app.js,wx.uploadFile,401,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/base-data/base-data.js,wx.getStorageSync,28,pages/base-data/base-data.js,wx.setStorageSync,86,api.asyn,local_storage
wechat,wxcf4eefaa8b8d5660,pages/hongniang-homepage/hongniang-homepage.js,wx.getStorageSync,61,pages/hongniang-homepage/hongniang-homepage.js,getApp().request,667,api.asyn,network_request
wechat,wxcf4eefaa8b8d5660,pages/hongniang-homepage/hongniang-homepage.js,wx.getStorageSync,61,app.js,wx.request,360,api.asyn,network_request
wechat,wxcf4eefaa8b8d5660,pages/hongniang-homepage/hongniang-homepage.js,change_poster_popup,390,pages/hongniang-homepage/hongniang-homepage.js,getApp().request,415,ui,network_request
wechat,wxcf4eefaa8b8d5660,pages/hongniang-homepage/hongniang-homepage.js,change_poster_popup,390,app.js,wx.request,360,ui,network_request
wechat,wxcf4eefaa8b8d5660,pages/my/my.js,getPhoneNumber,66,pages/my/my.js,getApp().request,69,ui,network_request
wechat,wxcf4eefaa8b8d5660,pages/my/my.js,getPhoneNumber,66,app.js,wx.request,360,ui,network_request
wechat,wxcf4eefaa8b8d5660,pages/realPerson/realPerson.js,wx.chooseMedia,21,pages/realPerson/realPerson.js,getApp().uploadFile,27,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/realPerson/realPerson.js,wx.chooseMedia,21,app.js,wx.uploadFile,401,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/realPersonAsk/realPersonAsk.js,wx.chooseMedia,49,pages/realPersonAsk/realPersonAsk.js,getApp().uploadFile,55,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/realPersonAsk/realPersonAsk.js,wx.chooseMedia,49,app.js,wx.uploadFile,401,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/recommend/recommend.js,wx.getFuzzyLocation,60,pages/recommend/recommend.js,getApp().request,62,api.asyn,network_request
wechat,wxcf4eefaa8b8d5660,pages/recommend/recommend.js,wx.getFuzzyLocation,60,app.js,wx.request,360,api.asyn,network_request
wechat,wxcf4eefaa8b8d5660,pages/set/set.js,wx.chooseImage,78,pages/set/set.js,getApp().uploadFile,86,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/set/set.js,wx.chooseImage,78,app.js,wx.uploadFile,401,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/total-ranking/total-ranking.js,wx.getStorageSync,89,pages/total-ranking/total-ranking.js,getApp().request,188,api.asyn,network_request
wechat,wxcf4eefaa8b8d5660,pages/total-ranking/total-ranking.js,wx.getStorageSync,89,app.js,wx.request,360,api.asyn,network_request
wechat,wxcf4eefaa8b8d5660,pages/dynamic/release/release.js,wx.chooseVideo,62,pages/dynamic/release/release.js,getApp().uploadFile,68,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/dynamic/release/release.js,wx.chooseVideo,62,app.js,wx.uploadFile,401,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/my-activity/activity-detail/activity-detail.js,wx.chooseImage,178,pages/my-activity/activity-detail/activity-detail.js,getApp().uploadFile,186,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/my-activity/activity-detail/activity-detail.js,wx.chooseImage,178,app.js,wx.uploadFile,401,api.asyn,file_upload
wechat,wxcf4eefaa8b8d5660,pages/personal/autonym/autonym.js,wx.chooseImage,65,pages/personal/autonym/autonym.js,getApp().uploadFile,73,api.asyn,file_upload
